Agumon	1
Agust	1
ah	3
ahora	3
ahorrar	1
ai	2
aire	1
Aires	1
aislamiento	1
ajeno	1
akiba	1
Akira	5
Akiyoshi	1
Akiyuki	1
al	81
Al	6
alado	1
alar	1
alberga	4
albigense	1
albigenses	2
alcanz	1
alcanzan	1
alcanzar	1
alcanzarla	1
alcanzaron	2
Alchemist	1
Alebrije	1
aleja	1
alemana	1
Alemania	6
alg	6
algo	6
Algo	2
alguien	1
alguna	2
algunas	8
Algunas	3
algunos	6
Algunos	6
Alianza	2
all	2
almac	1
alrededor	1
alta	2
altamente	1
alterna	1
alternas	1
alternativo	1
alto	6
altos	1
altura	2
alumnos	1
alzaba	1
Am	10
amas	1
ambientada	1
ambiental	1
ambiente	1
ambientes	1
ambos	4
ambulante	1
ambulantes	1
amenaza	1
amenazada	2
amenazan	1
americano	2
amigos	1
amise	1
amistad	2
amor	4
amoral	1
amplia	4
ampliamente	2
amplio	1
amplitud	1
an	22
An	1
anabaptistas	2
analizar	1
anatema	1
ancestros	1
anchas	1
Ancient	1
and	5
andante	1
Andr	1
anglicanismo	1
anim	4
animaci	58
Animaci	2
animaciones	6
animada	3
Animada	1
animadas	3
animado	4
animador	1
animadores	4
animados	7
Animage	1
animales	7
animar	1
animatic	1
animation	3
Animation	10
Animax	7
anime	97
Anime	16
Animeeshon	1
animes	10
aniversario	1
Anna	1
Anno	1
Anochecer	1
Anode	1
anota	1
antag	1
antagonistas	1
ante	3
Ante	1
antecedentes	2
antepasados	1
anterior	5
anteriores	1
anterioridad	1
anteriormente	1
antes	6
antigua	4
antiguo	1
Antiguo	1
Antonia	1
Antonio	2
anual	1
anuncios	1
aparato	1
aparatos	1
aparece	1
Aparece	1
aparecen	4
aparecer	1
aparecido	1
aparecieron	2
aparici	2
apariencia	3
apartado	1
aparte	1
apertura	3
aplic	1
aplica	2
aplicaciones	1
aplicadas	1
aplicamiento	1
apocal	2
Apocalymon	1
App	1
Appli	4
applink	1
AppMonsters	1
Apreciaciones	1
apreciar	1
aprendiendo	1
aprendiz	1
apretaba	1
apretado	1
aprob	2
aproximada	1
aproximadamente	1
apta	1
aptas	1
apuesto	1
aquel	2
aquellos	1
ar	2
Arag	5
aragon	1
Aranjuez	1
Arbormon	1
Archivado	1
archivos	2
Archnemon	1
Arco	1
Ardiente	1
Arena	3
Argentina	1
argumentan	1
argumento	3
argumentos	1
Armada	1
Aronofsky	1
arquetipos	1
arrepentir	1
arrepentirse	1
arrestarlo	1
arresto	1
arriba	1
arriesga	1
arruinar	1
art	5
arte	3
artes	1
artificial	1
artista	2
artistas	2
Arukenimon	1
as	25
As	1
Asahi	1
ase	5
asegur	1
asesinado	1
asesinato	1
asesoramiento	1
asesorar	1
Ashita	1
Asia	6
asimilaci	1
asimismo	1
asist	1
asistencia	1
asistentes	2
asociado	1
aspectos	1
Assassin	1
Astro	1
Astroboy	3
astron	1
asume	1
asuntos	1
ataba	2
atacar	1
atados	1
Atardecer	1
atenci	2
atm	1
atra	2
atraer	1
atrapado	1
atrapados	1
atravesar	1
atributos	1
Atributos	1
Atsushi	1
audiencia	2
audiencias	1
audio	1
Audio	1
audiovisuales	2
auge	1
aument	1
aumentar	1
aun	1
aunque	15
Aunque	8
auspicio	1
Australia	2
auto	2
autoconclusivo	1
autoinculpados	1
autores	1
autoridad	6
autoridades	1
autoriz	1
autorizaba	1
auxilio	1
available	1
avalados	1
avance	1
avances	2
Avatar	1
aventura	3
aventuras	3
Aymerich	1
ayuda	1
ayudado	1
ayudan	1
azotes	1
azul	1
Azumanga	1
Azur	1
b	4
B	3
ba	1
Back	1
Background	1
Bagramon	1
bajo	9
Bajos	3
Ball	4
ban	1
banda	2
Bandai	2
bandas	3
barata	1
Barbarroja	1
barbilla	1
Barcelona	1
Baroja	2
Bartolom	1
basa	1
basada	2
Basada	1
basadas	4
basado	5
basados	1
basan	3
base	4
bases	1
bastante	3
bastidor	1
batalla	2
Batalla	1
Battle	9
Beatriz	1
Beautymon	1
beb	1
Beb	2
Bebop	2
beca	2
Bedford	1
Beelzebumon	1
Beelzemon	1
BelialVamdemon	1
belleza	1
Belphemon	1
Beltr	1
benefici	1
Berkeley	2
Berl	2
bestialismo	1
Beyblade	1
BGM	1
Biblia	2
Bibliograf	2
bibliographica	1
Bibliographisches	1
biblioteca	1
Biblioteca	1
Bibliotheca	1
bien	7
bienes	4
bil	1
bin	1
Biomon	1
Bish	2
Bisoku	1
bits	1
Black	1
BlackWarGreymon	1
blanca	1
blanco	1
Blanco	2
blasfemar	1
blasfemos	1
Blastmon	1
ble	1
Bleach	1
blica	6
blicamente	1
blico	16
blicos	1
Blu	2
Blue	3
board	1
boca	2
bocas	1
Boing	1
Bokura	1
Bolivia	1
bolo	1
bombardeos	1
Bonet	1
bonificaci	4
Bonus	1
Boondocks	1
borgo	1
Borgo	1
Borla	1
borrar	1
bosques	1
Botsuana	1
Boundaries	1
Boy	5
Brave	1
brazo	1
brazos	1
brecha	1
brevemente	1
Bridge	3
bridos	1
brillo	1
brillos	1
bruja	3
brujas	12
brujer	7
brujo	1
brujos	1
Bruno	1
bud	3
buena	3
bueno	1
Buenos	1
bujutsu	2
bula	9
Bula	1
bunraku	1
burbuja	1
burbujas	1
Burst	1
buscar	1
bushid	2
Bushid	1
Buzz	1
c	24
C	1
ca	2
caballero	1
Caballeros	1
Cabe	1
cabello	4
cabellos	1
cabeza	6
cabezas	2
cable	2
cad	1
cada	25
cadas	3
cadenas	1
caderas	1
caf	1
Cagliostro	1
caja	1
Calamaramon	1
Calendar	3
calendario	1
calidad	3
calificadores	1
California	2
calle	1
callejero	1
Calmaramon	1
Caltzontzin	1
calumniosas	1
cambia	3
cambian	1
cambio	10
Cambridge	1
Cameos	1
camino	3
campa	1
Campe	1
campo	2
Canad	2
canal	9
canales	6
cancelaci	1
canci	2
Canci	2
canciones	2
Canciones	2
Candy	7
Cannes	1
canon	1
cantantes	3
cantidad	6
cantones	1
cap	7
Cap	1
capacidad	1
capaz	2
Capit	1
Captain	2
capturada	1
car	1
cara	2
caracter	10
caracteriza	1
caracterizaban	1
caracterizaci	1
caracterizado	3
caracterizados	1
caracterizan	1
caracterizar	1
Caraffa	1
Card	3
Cardcaptor	2
cardenal	2
cardenales	2
carec	1
careos	1
carga	1
cargo	2
caricaturas	1
caricaturistas	1
Carlos	3
carne	1
carnosos	1
Caro	2
carrera	1
Carrero	1
carta	1
Cartagena	1
cartas	1
cartoon	1
Cartoon	3
casa	2
casas	1
casi	6
Casi	1
caso	15
casos	8
castig	1
castigaba	1
castigados	1
castigar	1
castigo	2
Castilla	4
castillo	5
cat	18
Cat	2
catalana	1
Catedral	1
categor	23
Categor	5
Cathode	1
catolicismo	1
Cauchon	2
causa	1
causando	1
Cavallaro	1
caza	4
cazar	1
cdotas	2
cejas	1
cel	1
celda	1
celdas	1
celebraci	1
celestes	1
censura	3
Censura	1
censurar	1
Center	1
centra	1
central	4
centran	5
centro	3
Centro	1
Century	1
cerca	1
cerda	2
Cerde	1
cerdo	1
ceremonia	2
ceremonial	1
cese	1
Cese	1
cesis	2
CEU	1
CG	1
Ch	1
chamanes	1
Championship	1
Channel	1
Character	1
Charismon	1
Chaser	1
Checa	1
chibi	2
Chibi	1
chica	2
chicas	3
chico	2
chicos	3
Chiesa	1
Chihiro	4
Chikara	1
Children	1
Chile	1
chileno	1
Chimairamon	1
china	2
China	4
Chinpokomon	1
Christopher	1
Chronicle	1
CHRoNiCLE	1
cica	1
cielo	1
Cien	1
ciencia	4
Ciencia	1
cient	5
ciento	1
cientos	1
cierre	1
cierta	1
ciertas	1
cierto	1
cifras	1
Cifras	1
cil	2
cinco	1
cine	11
Cine	2
cineastas	1
cinematogr	2
cinematograf	2
cines	2
cintura	1
circulaci	1
circular	1
circunstancias	1
cita	17
citado	1
citados	1
citando	1
citarse	2
cito	2
citos	1
Citt	1
City	1
ciudad	1
civil	2
civiles	1
civilmente	1
cl	2
claro	4
clase	1
clases	1
clasificaci	2
clasificado	1
clasificar	1
clausura	2
Cloverway	2
clubes	1
cnia	1
cnica	5
cnicas	12
co	1
cobrar	1
Cockatrimon	1
codirigida	1
coherencia	1
coincid	1
coincide	1
colaborar	1
colabore	1
colecci	2
coleccionables	1
colegio	1
Colombia	1
Coloquio	1
color	2
coloreado	2
colores	3
com	11
Comarex	1
combate	1
combates	1
combatir	4
Combina	1
combinaci	5
combinados	1
combinan	1
combinar	1
comedia	6
Comedia	2
comedias	1
Comella	1
comentado	2
comentar	1
comentario	1
comenz	8
comenzar	1
comenzaron	2
comer	1
comercial	4
comerciales	1
cometen	1
cometi	1
cometidos	1
Comics	1
comienza	1
comienzo	1
comienzos	3
Comiket	1
comisi	1
Commons	2
como	129
Como	5
compa	6
Compa	1
Companion	1
comparaci	2
comparada	1
comparado	1
compart	1
comparte	1
comparten	2
compasi	1
compensar	1
compensen	1
competencia	1
compleja	2
complejas	2
complejidad	1
complejo	2
complejos	3
complementario	1
complementos	1
completa	1
completamente	1
completo	1
completos	1
componen	1
comportamiento	1
composici	2
comprado	1
comprende	1
compuesta	1
compuestas	3
computacionales	1
computadora	2
computer	1
comunes	3
comunicaci	1
comunicaciones	1
comunidades	1
con	139
Con	5
Conan	2
concebir	1
concepci	1
concepto	4
conceptos	2
concern	1
concerniera	1
conciertos	1
concluidos	1
concluir	1
conclusi	1
concreto	1
concurriendo	1
concursos	1
condena	4
condenada	2
condenado	4
condenados	3
condenar	2
condenarlos	1
condenaron	1
condenas	2
condiciones	1
conduc	1
conduce	1
conducta	1
conferencias	1
confes	1
confesi	3
confesiones	1
confesor	1
confesores	2
configuraci	1
confinada	1
confinamiento	1
confirm	1
confiscaci	2
conflicto	1
conforman	1
congregaci	1
Congregaci	4
conminaba	1
connota	1
connotaci	1
connotaciones	1
conocer	2
conocida	4
conocido	5
conocidos	1
conocimiento	3
conquista	1
conquistados	1
consecuencia	2
conseguir	1
consejo	1
Consejo	1
conservan	1
considera	7
considerablemente	1
considerada	1
consideradas	1
considerado	4
considerados	2
consideran	3
consideraran	1
considerarse	3
considerasen	1
consigue	1
consiguiente	1
consist	1
consiste	3
consistente	1
consistentes	1
consistir	2
consola	1
consolas	6
constante	1
constatados	1
constitu	1
constituyendo	1
constituyeron	1
consultores	2
consumidores	1
consumo	1
contaba	1
contaban	1
contadas	1
contado	1
contar	1
contengan	1
contenido	4
Contenido	1
contenidos	1
Contestazioni	1
contexto	4
contextos	1
Contiene	1
contin	1
continente	2
continuaci	1
continuar	1
continuaron	1
continuidad	2
continuo	1
contra	23
contradictorio	1
contrapartes	1
contrario	2
contrarios	1
Contrarreforma	1
control	3
controversias	1
convencen	1
Convenci	1
convenciones	3
conversiones	1
conversos	2
convertido	1
Convertido	3
Convertidos	1
convierte	1
convierten	1
convirti	6
convirtieran	1
convirtieron	1
Cool	1
cooperaci	1
coordinaci	1
coordinados	1
copernicano	1
coraz	1
cord	1
Corea	4
coreograf	1
corona	2
Corona	5
coronaci	1
coronas	1
correcci	1
correcciones	1
correspondiente	1
corrientes	1
Cort	1
corta	2
cortar	1
cortes	4
Cortes	1
cortinas	1
cortometraje	4
cortometrajes	1
cortos	2
cosas	2
cosplay	1
Cosplay	1
Costa	1
costas	1
costes	1
costos	1
cotidiana	2
Court	1
Cowboy	2
cr	5
Cr	1
Craniamon	1
Craniummon	1
cre	2
creaci	4
creada	4
Creada	1
creadas	1
creado	2
creador	1
creadores	5
creados	1
crear	2
crece	1
creciente	2
crecimiento	2
credibilidad	1
cree	2
Creed	1
creencia	3
criado	1
criados	1
criatura	2
criaturas	3
crimen	2
criminal	1
criminales	1
crisis	1
Cristiandad	1
cristianesimo	1
cristianismo	2
cristiano	1
cristianos	1
cronol	1
cronom	1
crucial	2
Crunchyroll	1
cruzada	1
CSIC	1
cter	1
ctica	1
cticamente	1
cticas	5
ctima	4
cu	3
cuadro	1
cuadros	4
cual	16
cuales	6
cualidades	1
cuando	16
Cuando	3
cuanto	2
cuatro	1
Cube	1
cuello	1
cuenta	8
Cuenta	1
Cuentacuentos	1
cuentan	1
cuentos	1
cuerpo	7
cuerpos	1
cuesti	1
cuidado	2
cula	27
culas	24
culos	2
culpabilidad	2
culpable	1
culpables	2
culto	1
cultura	3
cultural	4
culturales	5
culturas	1
Culture	1
Cultures	1
Culumon	1
cumpl	1
cumplido	1
cumpliendo	1
cumplir	2
cura	2
cuya	3
cuyo	4
cuyos	1
Cyber	2
Cyberpunk	3
d	33
D	6
D1	1
da	5
dado	2
Daioh	1
Danger	1
Dani	1
dar	8
DarkKnightmon	1
darle	1
Darren	1
das	1
Data	2
datos	5
de	1147
De	6
Death	2
deb	2
debate	1
debatibles	1
debe	2
deben	3
deber	5
debido	6
Debido	3
debilidad	1
debut	1
deciden	1
decidi	1
decidir	1
decir	7
decisi	1
decisiones	1
declaraba	2
declaraban	1
declaraci	1
declaraciones	1
declarada	1
declarado	2
declarar	2
decret	1
decretal	1
dedicaban	1
dedicadas	1
dedicado	2
defender	1
defendi	1
defendidas	1
defensa	2
defiendan	1
define	1
defini	1
definida	2
definidas	1
definidos	2
definir	1
definitiva	1
definitivamente	1
deformed	1
deformes	1
deja	1
dejado	1
Dejimon	15
Dejitaru	3
dejo	1
del	178
Del	2
delaci	1
deliberada	1
Delibes	1
delimitada	1
delito	1
Dell	1
dem	2
demasiado	3
demogr	4
demograf	1
demonios	1
demostraci	1
demostrar	3
demuestra	1
Den	1
denomin	1
denominaciones	1
denominada	1
denominados	1
denominar	1
denota	1
denotar	1
dentro	7
Dentro	5
denuncia	3
denunciado	1
denunciar	1
denunciarse	1
denuncias	4
deo	2
departamento	1
depend	3
dependiendo	3
dependiese	1
deportes	3
Deportes	1
deportivo	1
der	5
derecha	1
derecho	3
derechos	2
derivan	1
des	1
desaceleraci	1
desaparecer	1
desarroll	1
desarrolla	1
desarrollada	1
desarrollado	1
desarrollan	1
desarrollo	4
desastres	1
descart	1
descoloran	1
desconocido	1
describir	1
descripci	2
descritas	1
desde	15
Desde	2
desea	1
deseado	1
desenrollaba	1
deseos	1
desesperados	1
desideratis	1
designado	1
desintegraci	1
deslizamiento	2
deslizan	1
deslizar	1
desmantelar	1
desnudo	1
despachos	1
despertar	1
desprovistos	1
despu	19
Despu	1
destaca	1
destacados	1
destacar	2
desterrarle	1
destierro	3
destinadas	3
destinados	1
destituido	1
destrucci	2
destructiva	1
destruir	1
desuso	1
desv	1
desvanecimiento	1
detalles	3
Detective	2
detener	1
determinado	1
determinar	1
determinarse	1
detr	2
deuda	1
Devas	1
devastaci	1
devastada	1
devastados	1
Devimon	1
devoci	1
devotionis	1
di	5
Di	1
diablo	2
Diablomon	1
dibujadas	1
dibujado	1
dibujantes	1
dibujar	2
dibujo	7
Dibujo	1
dibujos	6
dice	3
dicha	2
dichas	1
dicho	1
dichos	1
diciembre	1
dico	1
diez	1
dif	2
diferencia	6
diferenciadas	1
diferencian	2
diferente	8
diferentes	16
difieren	3
difundido	1
difusi	3
Digi	5
digievoluci	1
digievolucionan	3
digievolucionar	1
digievoluciones	2
Digimentals	1
Digimentaru	1
digimon	2
Digimon	135
DIGIMON	1
digimons	1
digital	3
Digital	11
digitales	2
Digitales	1
Digitize	2
digo	1
dilataci	1
Dilataci	1
diligencias	1
Dimension	1
Dimensional	1
din	1
Dinamarca	1
dinero	1
dio	7
Dios	1
dioses	1
dir	1
direcci	3
Direcci	1
directa	1
directamente	4
directivas	1
directo	1
director	6
directores	3
Directores	1
Directorium	2
dirige	2
dirigi	2
dirigida	5
dirigidas	2
dirigido	3
dirigiendo	1
dirigir	2
dirs	1
Disc	2
disciplinares	1
disciplinarias	1
discreci	1
dise	10
Dise	2
disfrazada	1
Disney	5
disolvi	1
disponible	2
disponibles	3
dispositivos	1
dispuesto	1
distancia	1
distinguen	1
distinguido	1
distinguir	2
distintas	2
distintivos	1
distinto	2
distintos	1
distop	1
distribuci	6
Distribuci	1
Distribuidoras	1
distribuidores	3
distribuirse	1
distribuye	4
Distribuye	1
dito	1
ditos	2
diversas	2
diversidad	1
diverso	1
diversos	3
divid	1
divide	2
dividen	1
Divina	1
divinizado	1
divino	1
DMPC	1
do	3
doblada	1
doblados	1
doblaje	1
Doblaje	1
doblar	1
doblarla	1
docena	1
doctas	1
doctrina	1
Doctrina	3
documentaci	1
documentos	2
Doga	2
dogma	1
dom	2
dominada	1
Domingo	1
Dominicana	1
dominicos	2
dominio	1
Domr	1
Don	1
donde	37
Donde	1
Doraemon	2
Dorei	1
dos	7
dotadas	1
Dragon	4
dram	3
drama	4
dramatizar	1
Dramon	1
Drazen	1
Dreamland	1
DS	3
du	1
duda	1
due	1
duelo	1
Duer	1
Duftmon	1
Dukemon	1
duque	1
duraci	5
duran	1
durante	14
Durante	1
durar	1
Duskmon	1
DVD	4
DxD	1
Dynasmon	2
e	9
E	2
Ecchi	3
eclesi	2
econ	2
Ecuador	1
ed	1
Ed	1
edad	3
Edad	1
edici	6
Edici	1
ediciones	3
Ediciones	1
edicto	7
edictos	1
editadas	1
editan	1
editen	1
edition	1
editor	1
editorial	2
Editorial	3
Edo	2
educaci	1
educativos	1
Edward	1
efectivamente	1
efectivo	1
efecto	2
efectos	5
efectuar	1
Egipto	1
Eiga	1
Eisenstein	1
ej	2
ejecuci	4
ejecuciones	1
ejecuta	1
ejecutaba	1
ejecutadas	1
ejecutado	1
ejecutados	3
ejecutar	1
ejemplarizante	1
ejemplo	24
Ejemplo	1
ejemplos	3
Ejemplos	23
el	447
El	61
elaboraci	1
electr	1
elegido	1
elegidos	2
elemento	4
elementos	6
Eleven	1
Elicine	1
Eligiendo	1
ella	1
ello	3
ellos	3
emakimono	1
Emakimono	2
embargo	13
emergentes	1
Emil	1
Emile	2
emisi	4
Emisi	1
emisiones	1
emite	2
emiten	1
Emiten	1
emiti	6
emitida	1
emitidas	1
emitido	1
emitir	1
emocional	2
emocionales	1
Emperador	1
emperadores	1
empez	6
empezando	1
empieza	4
empiezan	1
emple	1
emplea	1
empleados	3
empleando	1
emplear	1
empresa	3
empresas	1
empuja	1
en	570
En	87
enanos	1
encabez	1
encabezado	1
encarcelamiento	1
encarg	1
encargada	1
encargo	1
enciende	1
Encode	1
encontraba	1
encontraban	1
encontrado	3
encontrar	2
encontraron	1
Encounter	1
encuentran	3
encuesta	1
Ending	1
endings	1
enemigo	3
enemigos	2
Enemigos	1
enf	1
enfatiza	1
enfoca	2
enfocado	3
enfoque	1
enfrentamientos	1
enfrentarse	1
enga	1
Enlaces	3
Enoki	1
enorme	1
enormes	1
Enrique	2
ense	1
ente	1
entender	1
entendido	1
entero	1
Entertainment	5
entonces	1
Entonces	1
entre	27
Entre	5
entrega	2
entregaba	1
entregada	1
entregados	1
entrenado	1
Entrenadores	1
entrenamiento	1
entretenimiento	1
entusiasmo	1
enviada	1
enviado	1
episcopal	3
episcopales	1
episodio	4
episodios	14
equilibrio	1
equipo	2
equitos	1
er	4
era	23
Era	3
eran	12
eresie	1
erismo	1
ero	1
Ero	1
eros	1
erotismo	2
errores	1
es	125
Es	4
esa	2
esas	2
esbozo	1
Escandell	1
escandinava	1
escena	4
Escena	1
escenarios	1
escenas	21
escoger	1
escolar	1
escondidos	1
escribano	1
escribi	1
escrita	1
Escrita	1
escrito	1
escuela	1
escultural	1
ese	6
esencia	1
esencialmente	1
esfuerzos	1
esp	1
espa	23
Espa	17
espacio	3
espalda	1
espec	5
especial	3
Especial	3
especiales	1
Especiales	1
especializaciones	1
especializada	1
especializado	1
especialmente	7
especie	3
especies	2
especificaciones	1
esperando	1
Espina	1
espiritual	1
espiritualidad	1
est	23
esta	17
Esta	2
estaba	5
establece	1
establecerse	1
establecida	3
establecido	2
establecieran	1
establecieron	1
estaci	1
estado	3
Estado	3
estados	2
Estados	11
estadounidense	1
estadounidenses	1
estampas	1
estar	6
estas	9
Estas	2
estatal	1
este	25
Este	1
esterlinas	1
estil	1
estilizado	1
estilo	13
estilos	3
estima	1
estimadas	1
estimul	1
esto	9
Esto	1
estos	10
Estos	3
estrecha	2
estrechamente	1
estrecho	1
estren	3
estrenadas	1
estrenaron	1
estreno	2
estrenos	3
estricto	1
estructura	1
estructurado	1
estudiantes	1
estudio	2
estudios	6
Estudios	1
estudiosos	1
estuvieron	1
et	1
etapa	2
Etapa	6
etc	5
Etc	1
Etemon	1
eterno	1
Etimolog	1
Etnocentrismo	1
Europa	11
europea	1
europeos	1
evaluaci	1
Evangelion	2
evento	1
eventualmente	1
evidente	2
evitando	1
evitar	1
evoluciona	1
Evolution	4
EVOLUTION	1
exagera	1
exageradas	1
exagerado	1
exagerados	1
exageraron	1
exaltado	1
exaltan	1
examinar	1
excedieran	1
excepci	4
excepcionales	1
excepto	1
excesivo	1
exclusiva	1
exclusivamente	1
exclusivo	1
exclusivos	1
Exclusivos	1
Excommunicamus	1
excomulgado	1
excomuni	1
exhiben	1
exhibici	2
exhort	1
exig	2
exige	1
Exigit	1
eximi	1
exist	1
existe	1
existen	3
Existen	1
existencia	2
existencialismo	3
existente	1
existi	2
exitoso	1
exitosos	1
expansi	2
expectativas	1
experiencia	1
experiencias	1
experimental	2
experimentales	1
experimentar	1
expl	3
explicar	1
exploran	1
Explosion	1
exponente	1
exposici	1
Exposici	1
expres	1
expresi	3
expresiones	3
expresionista	1
Express	1
expuestas	1
expulsara	1
expulsi	2
extend	1
extendi	4
extenso	1
externos	3
extienda	1
extiende	1
extinguirse	1
extinta	1
extirpanda	1
extirpar	1
extra	2
extranjero	2
extranjeros	1
Extras	1
extraterrestre	1
Eymeric	1
f	3
facci	2
facetas	1
faciales	2
factor	1
Fakemon	1
Falaise	1
Falcones	1
fallaces	1
fallece	1
falsos	2
falta	3
faltaba	1
fama	3
Fama	1
familia	3
familiares	1
famoso	2
fan	5
fanatismo	1
fandom	2
Fandom	1
fansub	1
fant	2
fantas	5
fantasioso	1
Fantasy	1
Fate	1
fe	5
Fe	3
febrero	2
fecha	1
Federico	2
felicidad	1
feligreses	1
Felipe	1
femenino	4
femeninos	1
fen	2
fenomenal	1
feriado	1
Festival	2
Feudal	1
Feyerabend	1
fica	5
ficamente	2
ficas	2
ficci	4
fichero	1
fico	4
ficos	8
ficticia	1
ficticias	1
ficticios	1
fiel	1
figura	3
figurara	1
figuras	2
fija	1
fijado	1
fijas	1
fijo	1
fil	2
Filipinas	1
Film	1
filmada	1
Films	1
fin	4
final	4
Final	1
finales	1
finalidad	1
finalmente	3
Finalmente	3
finiquitarlos	1
Finlandia	1
firmar	1
fiscal	2
flacos	1
fondo	4
fondos	3
Force	1
Forever	1
forma	14
formaci	2
formandis	1
formar	3
formas	5
formato	5
formatos	4
Formatos	1
Fortress	2
fotograma	1
fotogramas	1
Fox	2
fracaso	2
frailes	1
franc	2
francesa	1
Francia	11
Francisco	2
Franco	1
franquicia	6
frase	1
frases	3
frecuente	1
frecuentemente	1
Frecuentemente	1
Frederik	2
frenar	1
freno	1
frente	2
frica	4
from	1
fronteras	1
Frontier	3
fue	39
Fue	1
fuego	1
fuente	1
fuera	7
Fuera	1
fueran	2
fueron	9
fuerte	2
fuerza	4
fuese	1
fuji	1
Fuji	1
Fukkatsu	1
Fullmetal	1
funcion	1
funcionales	1
funcionamiento	2
fund	1
fundadas	1
fundamentales	1
fundamentalmente	1
FUNimation	1
Furontia	1
Fusion	1
Futuro	1
g	24
G	5
gag	1
gags	1
Gainax	1
galer	1
galeras	1
Galilei	2
